CryoSleep,RoomService,FoodCourt,Spa,VRDeck,Transported,CabinNumber,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S
1,0.0,0.0,0.0,0.0,False,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0.0,0.0,0.0,True,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0.0,0.0,0.0,False,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True
0,980.0,2.0,0.0,0.0,False,0.0,False,False,True,False,False,False,True,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,2.0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0.0,225.0,998.0,0.0,False,6.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,22.0,6073.0,1438.0,328.0,False,0.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1125.0,0.0,48.0,0.0,False,8.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,850.0,437.0,453.0,False,4.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,214.0,0.0,0.0,1229.0,True,9.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,0.0,0.0,True,9.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,990.0,0.0,True,9.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,1.0,False,True,False,False,False,False,True,False,False,False,False,False,True
0,784.0,964.0,951.0,0.0,False,1.0,False,False,True,False,False,False,True,False,False,False,False,True,False
0,0.0,492.0,20.0,401.0,False,8.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,554.0,195.0,2606.0,0.0,False,10.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,False,1.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,2.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,164.0,2511.0,855.0,False,3.0,False,True,False,False,True,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,False,3.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,3.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,3.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,970.0,0.0,0.0,64.0,False,10.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,10.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,790.0,0.0,0.0,0.0,False,1.0,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,112.0,1379.0,127.0,False,2.0,True,False,False,False,False,False,False,True,False,False,False,False,True
0,4.0,0.0,4683.0,0.0,False,6.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,0.0,0.0,1.0,True,11.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,0.0,True,1.0,False,True,False,True,False,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,1.0,False,True,False,True,False,False,False,False,False,False,False,False,True
0,279.0,605.0,286.0,3.0,True,1.0,False,True,False,True,False,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,7.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,45.0,1096.0,1377.0,1.0,False,12.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,592.0,17.0,25.0,False,13.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,14.0,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True
0,1.0,153.0,0.0,460.0,False,6.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,10.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,1.0,258.0,0.0,0.0,True,10.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,1946.0,37.0,0.0,24.0,False,15.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,793.0,0.0,253.0,0.0,False,4.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,887.0,0.0,6.0,0.0,True,16.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,190.0,0.0,1.0,726.0,False,13.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,16.0,2165.0,0.0,52.0,False,14.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,1.0,0.0,1063.0,False,17.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,46.0,83.0,0.0,12.0,False,3.0,False,False,True,False,False,False,True,False,False,False,False,True,False
0,1.0,8397.0,0.0,506.0,True,3.0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,147.0,0.0,0.0,0.0,True,18.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,14.0,0.0,0.0,0.0,True,15.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,5840.0,321.0,9654.0,False,4.0,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,13.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,7406.0,0.0,0.0,0.0,False,16.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,16.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,0.0,0.0,True,16.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,688.0,0.0,0.0,17.0,True,14.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,5.0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,211.0,0.0,638.0,513.0,False,17.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,5.0,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,15.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,16.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,1.0,697.0,188.0,0.0,False,20.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,1.0,34.0,False,9.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,9.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,9.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,1208.0,3.0,637.0,False,2.0,False,True,False,True,False,False,False,False,False,False,False,False,True
0,0.0,856.0,32.0,0.0,False,11.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,2811.0,0.0,87.0,True,11.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,311.0,427.0,37.0,0.0,False,19.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,12.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,427.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,830.0,91.0,False,23.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,17.0,True,24.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,18.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,False,18.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,0.0,2.0,131.0,False,21.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,1743.0,5.0,0.0,0.0,False,2.0,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,19.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,562.0,0.0,0.0,0.0,False,19.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,0.0,0.0,0.0,True,19.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,410.0,3929.0,764.0,False,427.0,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0.0,331.0,0.0,1687.0,False,5.0,False,True,False,False,True,False,False,False,False,False,False,True,False
0,2209.0,11418.0,1868.0,445.0,True,5.0,False,True,False,False,True,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,5.0,False,True,False,False,True,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,6.0,False,True,False,False,False,False,False,True,False,False,False,False,True
0,0.0,2537.0,17.0,13.0,True,1.0,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0.0,0.0,0.0,0.0,True,23.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,82.0,157.0,238.0,1.0,False,20.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,24.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,1.0,2223.0,12.0,404.0,True,4.0,False,True,False,False,False,False,True,False,False,False,False,True,False
0,0.0,2344.0,65.0,6898.0,False,0.0,True,False,False,True,False,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,0.0,False,True,False,True,False,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,25.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,699.0,74.0,False,21.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,55.0,597.0,0.0,1.0,False,27.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,27.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,701.0,0.0,0.0,25.0,False,7.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,2353.0,334.0,316.0,2.0,False,3.0,False,False,True,False,False,False,True,False,False,False,False,False,True
0,2103.0,6.0,0.0,0.0,False,8.0,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,22.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,29.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,2738.0,0.0,0.0,0.0,False,5.0,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0.0,14.0,0.0,0.0,True,17.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,97.0,418.0,25.0,55.0,False,23.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,18.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,22.0,564.0,207.0,False,5.0,True,False,False,False,False,False,False,True,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,6.0,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,19.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,440.0,0.0,0.0,462.0,False,29.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,0.0,0.0,False,30.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,420.0,0.0,0.0,True,31.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,0.0,0.0,False,25.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,26.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,1072.0,0.0,0.0,76.0,False,31.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,27.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,False,20.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,0.0,607.0,False,32.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,4119.0,0.0,0.0,61.0,False,22.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,8.0,False,True,False,False,True,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,8.0,False,True,False,False,True,False,False,False,False,False,False,True,False
0,50.0,1688.0,0.0,135.0,True,28.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,False,28.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,37.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,35.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,1365.0,0.0,22.0,137.0,False,35.0,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,False,23.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,221.0,567.0,False,10.0,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,30.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,24.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,985.0,5.0,0.0,True,11.0,True,False,False,False,False,False,False,True,False,False,False,False,True
0,287.0,0.0,115.0,175.0,False,38.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,10346.0,14970.0,2111.0,False,2.0,False,True,False,False,True,False,False,False,False,False,False,False,True
0,3414.0,0.0,28.0,119.0,False,6.0,False,False,True,False,False,False,True,False,False,False,False,False,True
0,1.0,219.0,2.0,11.0,True,26.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,0.0,0.0,False,26.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,0.0,0.0,True,26.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,299.0,92.0,False,27.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,3.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,17.0,146.0,0.0,232.0,True,36.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,62.0,0.0,0.0,956.0,False,28.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,31.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,84.0,3.0,202.0,98.0,False,8.0,True,False,False,False,False,False,False,True,False,False,False,True,False
1,0.0,0.0,0.0,0.0,False,32.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,29.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,0.0,0.0,False,29.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,898.0,0.0,False,29.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,41.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,1072.0,0.0,False,41.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,0.0,0.0,True,41.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,406.0,0.0,0.0,0.0,True,42.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,1052.0,0.0,0.0,7.0,False,5.0,False,False,True,False,False,False,True,False,False,False,False,True,False
0,0.0,972.0,795.0,575.0,False,5.0,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,30.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,False,33.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,31.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,3.0,False,True,False,False,True,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,3.0,False,True,False,False,True,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,9.0,False,True,False,False,True,False,False,False,False,False,False,True,False
0,0.0,2433.0,878.0,443.0,True,2.0,False,True,False,True,False,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,8.0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0.0,2.0,0.0,705.0,False,34.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,2.0,1720.0,1125.0,122.0,True,9.0,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,32.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,6.0,True,False,False,False,False,False,True,False,False,False,False,True,False
0,902.0,1.0,0.0,0.0,True,44.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,44.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,848.0,0.0,182.0,0.0,False,44.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,192.0,0.0,51.0,739.0,False,9.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,147.0,188.0,10.0,387.0,False,45.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,367.0,281.0,0.0,146.0,False,46.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,56.0,0.0,1918.0,False,40.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,1517.0,0.0,27.0,0.0,False,47.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,36.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,37.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,0.0,0.0,True,37.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,False,37.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,122.0,84.0,0.0,0.0,False,10.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0.0,3.0,0.0,1099.0,False,48.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,0.0,0.0,False,37.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,37.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,2237.0,0.0,0.0,0.0,False,13.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,1215.0,80.0,2.0,0.0,False,13.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,1933.0,12.0,1.0,0.0,False,13.0,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,13.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,1230.0,0.0,43.0,1023.0,False,13.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,915.0,0.0,234.0,0.0,False,13.0,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,13.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,1406.0,0.0,11.0,0.0,False,41.0,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,41.0,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,14.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0.0,2.0,0.0,9.0,False,35.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,181.0,0.0,1634.0,0.0,False,42.0,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,38.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,4.0,7.0,713.0,79.0,False,43.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,85.0,0.0,1720.0,0.0,False,44.0,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,False,36.0,True,False,False,False,False,False,False,False,False,True,False,False,True
0,56.0,0.0,1438.0,0.0,False,45.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.0,888.0,0.0,0.0,False,50.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,11.0,False,True,False,False,True,False,False,False,False,False,False,True,False
0,637.0,0.0,92.0,319.0,False,427.0,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,52.0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.0,1249.0,4812.0,1116.0,False,11.0,False,True,False,False,False,False,False,True,False,False,False,True,False
0,313.0,1.0,283.0,0.0,False,46.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,False,37.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,427.0,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,47.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.0,3571.0,0.0,7.0,True,6.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0.0,86.0,584.0,10912.0,False,6.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,2947.0,0.0,27.0,0.0,False,8.0,False,False,True,False,False,False,True,False,False,False,False,True,False
0,0.0,1.0,8620.0,1063.0,False,10.0,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,False,38.0,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.0,0.0,0.0,0.0,True,11.0,True,False,False,False,False,True,False,False,False,False,False,False,True
0,335.0,695.0,0.0,0.0,False,53.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,272.0,615.0,0.0,1.0,False,42.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,702.0,172.0,2.0,6.0,True,54.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,3.0,False,True,False,True,False,False,False,False,False,False,False,False,True
0,1664.0,0.0,0.0,0.0,False,49.0,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,49.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,299.0,92.0,False,50.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,4810.0,981.0,2054.0,False,16.0,False,True,False,False,False,False,False,True,False,False,False,False,True
0,66.0,29.0,0.0,803.0,False,56.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,43.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,8.0,False,True,False,False,False,False,True,False,False,False,False,False,True
0,118.0,0.0,754.0,1.0,False,51.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,231.0,0.0,0.0,True,52.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,25.0,0.0,1240.0,False,59.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,9.0,False,True,False,False,False,False,True,False,False,False,False,False,True
0,44.0,2390.0,53.0,0.0,True,61.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,888.0,0.0,False,427.0,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,97.0,14.0,333.0,False,45.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0.0,0.0,0.0,0.0,True,63.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0.0,918.0,0.0,0.0,True,54.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,46.0,True,False,False,False,False,False,False,False,False,True,False,True,False
0,146.0,654.0,0.0,2.0,True,64.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,16.0,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0.0,0.0,0.0,0.0,True,16.0,False,True,False,False,False,False,False,True,False,False,False,True,False
0,3.0,1281.0,162.0,13.0,False,65.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,0.0,0.0,0.0,0.0,True,427.0,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0.0,587.0,6.0,1460.0,False,12.0,False,True,False,False,True,False,False,False,False,False,False,True,False
0,0.0,0.0,0.0,828.0,False,55.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,0.0,0.0,True,12.0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0.0,4458.0,1157.0,262.0,True,7.0,False,True,False,False,True,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,7.0,False,True,False,False,True,False,False,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,7.0,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0.0,0.0,0.0,0.0,True,7.0,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0.0,6500.0,1090.0,0.0,True,10.0,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0.0,0.0,0.0,0.0,True,8.0,False,True,False,False,True,False,False,False,False,False,False,False,True
0,90.0,2.0,17.0,0.0,True,47.0,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0.0,0.0,0.0,0.0,True,3.0,False,True,False,True,False,False,False,False,False,False,False,True,False
1,0.0,0.0,0.0,0.0,False,427.0,True,False,False,False,False,False,False,False,True,False,False,False,True
