CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CabinNumber,NumInGroup,GroupSize,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S
1,0.08435565512553946,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1752640483094472,-0.49116145689544116,-0.6487347223401672,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,-0.8221628148328185,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1732901381022862,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,1.130338505077491,0,-0.33310465947702855,-0.1782504446075741,-0.20832436930654413,1.9603868626440972,0.49092428903388896,-1.1713162278951255,-0.49116145689544116,-0.6487347223401672,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
1,1.8276604050454586,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1713162278951255,-0.49116145689544116,0.604198168418125,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,-1.7286812847911763,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1713162278951255,0.4574425299501643,0.604198168418125,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,-0.5432340548456314,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1713162278951255,1.4060465167957699,0.604198168418125,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,-0.5432340548456314,0,1.1355218644452272,-0.2810267305009518,0.017438420315779312,-0.2706259042558427,-0.20656894292787192,-1.157498856444999,-0.49116145689544116,-0.022268276961021034,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
1,-0.682698434839225,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.157498856444999,0.4574425299501643,-0.022268276961021034,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.4330166051095233,0,0.8629932311400664,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1752640483094472,-0.49116145689544116,-0.6487347223401672,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,1.8973925950422554,0,-0.33310465947702855,-0.2108380474518158,-0.2835786325139853,0.9546097013017109,-0.15101638463003256,-1.1732901381022862,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,-0.12484091486485083,0,-0.32704846762580275,-0.2810267305009518,-0.28023399859365455,3.890199578576662,-0.26300328786535954,-1.1653944972736427,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,-0.26430529485844434,0,-0.33310465947702855,-0.2810267305009518,2.95737163628648,-0.2706259042558427,-0.26212150122571126,-1.155524946237838,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,-1.8681456647847698,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1752640483094472,-0.49116145689544116,0.604198168418125,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
1,0.6422131750999136,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1752640483094472,0.4574425299501643,0.604198168418125,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
0,-0.12484091486485083,0,0.08931472214597078,0.0981174948983988,5.358818791083935,-0.016516126743543712,-0.26035792794641477,-1.1752640483094472,1.4060465167957699,0.604198168418125,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
1,0.5027487951063201,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1634205870664818,-0.49116145689544116,-0.6487347223401672,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0,-0.47350186484883466,0,-0.26497250115073834,0.40581966790845025,-0.03607572240951217,0.9528327098505759,-0.26212150122571126,-1.1535510360306773,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,2.3157857350230358,0,-0.33310465947702855,0.08997059418733838,-0.2835786325139853,-0.2555214769211956,-0.24095862187415343,-1.1515771258235163,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,-0.961627194826412,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1496032156163556,-0.49116145689544116,-0.022268276961021034,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0.29355222511592977,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1713162278951255,0.4574425299501643,-0.022268276961021034,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,2.3157857350230358,0,-0.3315906115142221,-0.18514397597847138,0.04586780863859041,-0.2706259042558427,0.14261856637283263,-1.1653944972736427,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,-2.0076100447783634,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.157498856444999,-0.49116145689544116,0.604198168418125,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0,-0.7524306248360217,0,-0.3315906115142221,-0.1193420856199064,0.4622747317197648,-0.2706259042558427,-0.26300328786535954,-1.157498856444999,0.4574425299501643,0.604198168418125,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,-0.5432340548456314,0,2.613232676144322,-0.2578393977079336,-0.2835786325139853,-0.2706259042558427,-0.24184040851380167,-1.1476293054091946,1.4060465167957699,0.604198168418125,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,-0.12484091486485083,0,0.8675353750284858,-0.2810267305009518,-0.28023399859365455,-0.04583648568727052,-0.26300328786535954,-1.1693423176879645,-0.49116145689544116,-0.6487347223401672,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0.9211419350871006,0,1.009855883532292,-0.2810267305009518,-0.26852777987249704,-0.26529492990243786,-0.26300328786535954,-1.1456553952020336,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,-0.682698434839225,0,-0.045435546543803204,-0.2810267305009518,-0.27521704771315847,-0.2697374085302752,0.3771738125192655,-1.1515771258235163,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0,-0.8221628148328185,0,-0.30887989207212535,1.07574558022565,-0.2835786325139853,-0.2706259042558427,-0.21715038260365085,-1.1496032156163556,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0,-1.0313593848232088,0,-0.33310465947702855,-0.2804000458308702,-0.2835786325139853,-0.2706259042558427,0.6743359100807237,-1.1436814849948729,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.5724809851031168,0,-0.2634584531879319,-0.22901190288418136,0.9505912840880496,-0.2706259042558427,-0.2524218481895806,-1.1713162278951255,-0.49116145689544116,-0.6487347223401672,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
0,0.9211419350871006,0,-0.3315906115142221,4.981244444174002,-0.2835786325139853,-0.2706259042558427,0.18318075179665186,-1.1713162278951255,-0.49116145689544116,-0.6487347223401672,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,-0.12484091486485083,0,-0.11053960894448052,-0.2810267305009518,1.41884003293435,-0.2706259042558427,-0.26300328786535954,-1.141707574787712,-0.49116145689544116,-0.6487347223401672,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
0,-0.05510872486805407,0,-0.3119079879977383,-0.2810267305009518,1.8820718309001545,-0.2706259042558427,-0.26300328786535954,-1.1476293054091946,-0.49116145689544116,-0.6487347223401672,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0.6422131750999136,0,-0.33310465947702855,3.3788117427754245,-0.2835786325139853,0.014581223651318056,8.249764931298786,-1.1693423176879645,-0.49116145689544116,-0.6487347223401672,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,-1.1010915748200056,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1515771258235163,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,0.9211419350871006,0,10.879934553067534,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1456553952020336,-0.49116145689544116,0.604198168418125,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
1,-1.8681456647847698,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1456553952020336,0.4574425299501643,0.604198168418125,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
0,-1.4497525248039893,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1456553952020336,1.4060465167957699,0.604198168418125,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
0,-0.33403748485524115,0,0.7085603389338085,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.24801291499133937,-1.1496032156163556,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,0.7816775550935071,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1673684074808035,-0.49116145689544116,-0.6487347223401672,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0.9908741250838974,0,-0.013640539324867768,-0.2810267305009518,-0.2835786325139853,0.29623436865620895,0.18935325827418956,-1.1436814849948729,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,1.130338505077491,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1673684074808035,-0.49116145689544116,-0.6487347223401672,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0.4330166051095233,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1476293054091946,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,-0.19457310486164758,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1456553952020336,-0.49116145689544116,-0.022268276961021034,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,-0.12484091486485083,0,-0.3315906115142221,0.15577248454590337,-0.23173680674885916,-0.10358870784915666,-0.26300328786535954,-1.1377597543733902,0.4574425299501643,-0.022268276961021034,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,-0.682698434839225,0,-0.33310465947702855,-0.2810267305009518,0.8368737307968052,-0.2697374085302752,-0.23302254211731924,-1.15947276665216,-0.49116145689544116,0.604198168418125,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,-2.0076100447783634,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.15947276665216,0.4574425299501643,0.604198168418125,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,-1.7984134747879732,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.15947276665216,1.4060465167957699,0.604198168418125,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,1.7579282150486617,0,-0.33310465947702855,0.47600835095758626,-0.2835786325139853,-0.2679604170791403,0.2986948015905718,-1.1732901381022862,-0.49116145689544116,-0.6487347223401672,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True
0,-0.19457310486164758,0,-0.33310465947702855,0.2554153470888732,-0.27521704771315847,-0.24219404103768338,-0.26300328786535954,-1.155524946237838,-0.49116145689544116,-0.022268276961021034,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,-0.19457310486164758,0,-0.33310465947702855,1.4805838770983448,1.3168286983642632,-0.2706259042558427,-0.1862878502159623,-1.155524946237838,0.4574425299501643,-0.022268276961021034,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,-0.4037696748520379,0,0.13776425695577715,-0.013432376376120872,0.5960600885329935,-0.237751562409846,-0.26300328786535954,-1.139733664580551,-0.49116145689544116,-0.022268276961021034,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1,-1.8681456647847698,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1535510360306773,0.4574425299501643,-0.022268276961021034,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,0.15408784512233623,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-0.33437830005890234,-0.49116145689544116,-0.6487347223401672,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
0,-0.7524306248360217,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,0.4668255479651649,-0.18276070365736932,-1.1318380237519075,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,-0.33403748485524115,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.24801291499133937,-1.1298641135447465,-0.49116145689544116,0.604198168418125,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,-1.3800203348071927,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.141707574787712,0.4574425299501643,0.604198168418125,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,-1.5892169047975828,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.141707574787712,1.4060465167957699,0.604198168418125,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,-0.12484091486485083,0,-0.33310465947702855,-0.2810267305009518,0.6696420347802693,-0.2688489128047078,-0.14748923807143957,-1.1357858441662292,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0,-0.5432340548456314,0,2.3058809396946125,-0.27789330715054394,-0.2551492441911742,-0.2706259042558427,-0.26300328786535954,-1.1732901381022862,-0.49116145689544116,-0.6487347223401672,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
1,-0.4037696748520379,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.139733664580551,-0.49116145689544116,0.604198168418125,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,0.15408784512233623,0,0.517790295620196,-0.2810267305009518,0.2615966964999217,-0.2706259042558427,-0.26300328786535954,-1.139733664580551,0.4574425299501643,0.604198168418125,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,-2.0076100447783634,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.139733664580551,1.4060465167957699,0.604198168418125,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,0.22382003511913298,0,-0.33310465947702855,-0.024086015767507584,-0.2735447307529931,3.2202738014987826,0.4106817048258988,-0.33437830005890234,-0.49116145689544116,1.2306646137972712,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.7816775550935071,0,-0.33310465947702855,-0.07359410470395171,-0.2835786325139853,-0.2706259042558427,1.2245707732212279,-1.1673684074808035,0.4574425299501643,1.2306646137972712,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
0,0.9211419350871006,0,3.011427290362418,6.874458832490428,-0.2835786325139853,1.389084111104208,0.12939176677810899,-1.1673684074808035,1.4060465167957699,1.2306646137972712,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
1,-0.05510872486805407,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1673684074808035,2.3546505036413756,1.2306646137972712,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
1,0.014623465128742697,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,-1.1653944972736427,-0.49116145689544116,-0.6487347223401672,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,1.3395350750678812,1,-0.33310465947702855,1.3088722774959942,-0.13808705697959905,-0.2555214769211956,-0.25154006154993236,-1.1752640483094472,-0.49116145689544116,-0.6487347223401672,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,2.4552501150166295,0,-0.33310465947702855,-0.2810267305009518,1.0609642034589633,-0.2706259042558427,-0.26300328786535954,-1.1318380237519075,-0.49116145689544116,-0.6487347223401672,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
